,WRank,LRank,Surface,WPts,LPts,A,B,C,D,E,ACourt,BCourt,CCourt,DCourt,ECourt,AOpponentRank,BOpponentRank,COpponentRank,DOpponentRank,EOpponentRank,APlayerRank,BPlayerRank,CPlayerRank,DPlayerRank,EPlayerRank
0,34,74.0,2,1332,727.0,1,1,0,1,1,2,2,2,2,2,71.0,66.0,36.0,34.0,34.0,36.0,36.0,16.0,78.0,112.0
0,15,34.0,2,2335,1332.0,1,0,1,1,1,2,2,2,2,2,66.0,36.0,34.0,34.0,34.0,36.0,16.0,78.0,112.0,74.0
0,28,231.0,2,1503,228.0,0,1,1,1,0,2,2,2,2,2,36.0,34.0,34.0,34.0,34.0,16.0,78.0,112.0,74.0,15.0
0,1,28.0,2,10060,1503.0,1,1,1,0,1,2,2,2,2,2,34.0,34.0,34.0,34.0,28.0,78.0,112.0,74.0,15.0,231.0
0,27,169.0,2,1539,326.0,1,1,0,1,0,2,2,2,2,2,34.0,34.0,34.0,28.0,28.0,112.0,74.0,15.0,231.0,1.0
0,27,47.0,2,1539,1075.0,1,0,1,0,1,2,2,2,2,2,34.0,34.0,28.0,28.0,27.0,74.0,15.0,231.0,1.0,169.0
0,6,27.0,2,4155,1539.0,0,1,0,1,1,2,2,2,2,2,34.0,28.0,28.0,27.0,27.0,15.0,231.0,1.0,169.0,47.0
0,66,30.0,3,859,1489.0,1,0,1,1,0,2,2,2,2,2,28.0,28.0,27.0,27.0,27.0,231.0,1.0,169.0,47.0,6.0
0,38,30.0,2,1175,1317.0,0,1,1,0,0,2,2,2,2,3,28.0,27.0,27.0,27.0,30.0,1.0,169.0,47.0,6.0,66.0
0,55,31.0,2,930,1312.0,1,1,0,0,0,2,2,2,3,2,27.0,27.0,27.0,30.0,30.0,169.0,47.0,6.0,66.0,38.0
0,32,70.0,2,1314,810.0,1,0,0,0,0,2,2,3,2,2,27.0,27.0,30.0,30.0,31.0,47.0,6.0,66.0,38.0,55.0
0,56,32.0,2,955,1314.0,0,0,0,0,1,2,3,2,2,2,27.0,30.0,30.0,31.0,32.0,6.0,66.0,38.0,55.0,70.0
0,54,33.0,2,969,1314.0,0,0,0,1,0,3,2,2,2,2,30.0,30.0,31.0,32.0,32.0,66.0,38.0,55.0,70.0,56.0
0,33,105.0,2,1282,527.0,0,0,1,0,0,2,2,2,2,2,30.0,31.0,32.0,32.0,33.0,38.0,55.0,70.0,56.0,54.0
0,39,33.0,2,1115,1282.0,0,1,0,0,1,2,2,2,2,2,31.0,32.0,32.0,33.0,33.0,55.0,70.0,56.0,54.0,105.0
0,36,69.0,2,1222,790.0,1,0,0,1,0,2,2,2,2,2,32.0,32.0,33.0,33.0,33.0,70.0,56.0,54.0,105.0,39.0
0,36,71.0,2,1222,770.0,0,0,1,0,1,2,2,2,2,2,32.0,33.0,33.0,33.0,36.0,56.0,54.0,105.0,39.0,69.0
0,4,36.0,2,5980,1222.0,0,1,0,1,1,2,2,2,2,2,33.0,33.0,33.0,36.0,36.0,54.0,105.0,39.0,69.0,71.0
0,14,35.0,2,1990,1232.0,1,0,1,1,0,2,2,2,2,2,33.0,33.0,36.0,36.0,36.0,105.0,39.0,69.0,71.0,4.0
0,34,105.0,2,1222,563.0,0,1,1,0,0,2,2,2,2,2,33.0,36.0,36.0,36.0,35.0,39.0,69.0,71.0,4.0,14.0
0,46,34.0,2,1051,1222.0,1,1,0,0,1,2,2,2,2,2,36.0,36.0,36.0,35.0,34.0,69.0,71.0,4.0,14.0,105.0
0,3,35.0,2,6260,1235.0,1,0,0,1,0,2,2,2,2,2,36.0,36.0,35.0,34.0,34.0,71.0,4.0,14.0,105.0,46.0
0,18,34.0,2,1845,1235.0,0,0,1,0,0,2,2,2,2,2,36.0,35.0,34.0,34.0,35.0,4.0,14.0,105.0,46.0,3.0
0,46,112.0,3,1087,503.0,1,0,1,0,0,2,2,1,1,1,48.0,5.0,36.0,88.0,29.0,190.0,190.0,122.0,122.0,113.0
0,109,96.0,3,507,612.0,0,1,0,0,0,2,1,1,1,3,5.0,36.0,88.0,29.0,112.0,190.0,122.0,122.0,113.0,46.0
0,109,35.0,3,507,1238.0,1,0,0,0,1,1,1,1,3,3,36.0,88.0,29.0,112.0,109.0,122.0,122.0,113.0,46.0,96.0
0,109,52.0,3,507,980.0,0,0,0,1,1,1,1,3,3,3,88.0,29.0,112.0,109.0,109.0,122.0,113.0,46.0,96.0,35.0
0,1,109.0,3,8920,507.0,0,0,1,1,1,1,3,3,3,3,29.0,112.0,109.0,109.0,109.0,113.0,46.0,96.0,35.0,52.0
0,19,84.0,3,1835,699.0,0,1,1,1,0,3,3,3,3,3,112.0,109.0,109.0,109.0,109.0,46.0,96.0,35.0,52.0,1.0
0,86,113.0,1,683,500.0,1,1,1,0,0,3,3,3,3,3,109.0,109.0,109.0,109.0,84.0,96.0,35.0,52.0,1.0,19.0
0,161,86.0,1,349,683.0,1,1,0,0,1,3,3,3,3,1,109.0,109.0,109.0,84.0,86.0,35.0,52.0,1.0,19.0,113.0
0,85,75.0,2,683,746.0,1,0,0,1,0,3,3,3,1,1,109.0,109.0,84.0,86.0,86.0,52.0,1.0,19.0,113.0,161.0
0,85,37.0,2,683,1175.0,0,0,1,0,1,3,3,1,1,2,109.0,84.0,86.0,86.0,85.0,1.0,19.0,113.0,161.0,75.0
0,85,19.0,2,683,1835.0,0,1,0,1,1,3,1,1,2,2,84.0,86.0,86.0,85.0,85.0,19.0,113.0,161.0,75.0,37.0
0,46,85.0,2,1000,683.0,1,0,1,1,1,1,1,2,2,2,86.0,86.0,85.0,85.0,85.0,113.0,161.0,75.0,37.0,19.0
0,18,77.0,2,1855,758.0,0,1,1,1,0,1,2,2,2,2,86.0,85.0,85.0,85.0,85.0,161.0,75.0,37.0,19.0,46.0
0,72,57.0,2,785,909.0,1,1,1,0,0,2,2,2,2,2,85.0,85.0,85.0,85.0,77.0,75.0,37.0,19.0,46.0,18.0
0,3,72.0,2,5500,785.0,1,1,0,0,1,2,2,2,2,2,85.0,85.0,85.0,77.0,72.0,37.0,19.0,46.0,18.0,57.0
0,171,65.0,2,333,815.0,1,0,0,1,0,2,2,2,2,2,85.0,85.0,77.0,72.0,72.0,19.0,46.0,18.0,57.0,3.0
0,25,65.0,2,1580,815.0,0,0,1,0,0,2,2,2,2,2,85.0,77.0,72.0,72.0,65.0,46.0,18.0,57.0,3.0,171.0
0,63,94.0,2,827,599.0,0,1,0,0,0,2,2,2,2,2,77.0,72.0,72.0,65.0,65.0,18.0,57.0,3.0,171.0,25.0
0,27,63.0,2,1630,827.0,1,0,0,0,1,2,2,2,2,2,72.0,72.0,65.0,65.0,63.0,57.0,3.0,171.0,25.0,94.0
0,76,62.0,2,715,837.0,0,0,0,1,0,2,2,2,2,2,72.0,65.0,65.0,63.0,63.0,3.0,171.0,25.0,94.0,27.0
0,82,88.0,2,678,638.0,1,1,0,0,0,2,2,2,2,2,86.0,88.0,14.0,62.0,29.0,74.0,74.0,74.0,69.0,89.0
0,53,89.0,2,952,638.0,1,0,0,0,0,2,2,2,2,2,88.0,14.0,62.0,29.0,88.0,74.0,74.0,69.0,89.0,82.0
0,84,83.0,2,661,665.0,0,0,0,0,0,2,2,2,2,2,14.0,62.0,29.0,88.0,89.0,74.0,69.0,89.0,82.0,53.0
0,129,95.0,1,435,634.0,0,0,0,0,0,2,2,2,2,2,62.0,29.0,88.0,89.0,83.0,69.0,89.0,82.0,53.0,84.0
0,163,96.0,1,336,634.0,0,0,0,0,0,2,2,2,2,1,29.0,88.0,89.0,83.0,95.0,89.0,82.0,53.0,84.0,129.0
0,96,73.0,1,634,750.0,0,0,0,0,0,2,2,2,1,1,88.0,89.0,83.0,95.0,96.0,82.0,53.0,84.0,129.0,163.0
0,8,96.0,1,3345,634.0,0,0,0,0,1,2,2,1,1,1,89.0,83.0,95.0,96.0,96.0,53.0,84.0,129.0,163.0,73.0
0,91,196.0,1,669,303.0,0,0,0,1,0,2,1,1,1,1,83.0,95.0,96.0,96.0,96.0,84.0,129.0,163.0,73.0,8.0
0,91,335.0,1,669,147.0,0,0,1,0,1,1,1,1,1,1,95.0,96.0,96.0,96.0,91.0,129.0,163.0,73.0,8.0,196.0
0,75,91.0,1,765,669.0,0,1,0,1,1,1,1,1,1,1,96.0,96.0,96.0,91.0,91.0,163.0,73.0,8.0,196.0,335.0
0,36,83.0,1,1260,694.0,1,0,1,1,0,1,1,1,1,1,96.0,96.0,91.0,91.0,91.0,73.0,8.0,196.0,335.0,75.0
0,90,77.0,3,644,719.0,0,1,1,0,0,1,1,1,1,1,96.0,91.0,91.0,91.0,83.0,8.0,196.0,335.0,75.0,36.0
0,90,38.0,3,644,1155.0,1,1,0,0,1,1,1,1,1,3,91.0,91.0,91.0,83.0,90.0,196.0,335.0,75.0,36.0,77.0
0,90,18.0,3,644,1950.0,1,0,0,1,1,1,1,1,3,3,91.0,91.0,83.0,90.0,90.0,335.0,75.0,36.0,77.0,38.0
0,67,90.0,3,855,644.0,0,0,1,1,1,1,1,3,3,3,91.0,83.0,90.0,90.0,90.0,75.0,36.0,77.0,38.0,18.0
0,77,97.0,3,734,594.0,0,1,1,1,0,1,3,3,3,3,83.0,90.0,90.0,90.0,90.0,36.0,77.0,38.0,18.0,67.0
0,1,77.0,3,8770,734.0,1,1,1,0,1,3,3,3,3,3,90.0,90.0,90.0,90.0,77.0,77.0,38.0,18.0,67.0,97.0
0,87,109.0,1,669,502.0,1,1,0,1,0,3,3,3,3,3,90.0,90.0,90.0,77.0,77.0,38.0,18.0,67.0,97.0,1.0
0,47,87.0,1,997,669.0,1,0,1,0,1,3,3,3,3,1,90.0,90.0,77.0,77.0,87.0,18.0,67.0,97.0,1.0,109.0
0,84,135.0,2,681,418.0,0,1,0,1,0,3,3,3,1,1,90.0,77.0,77.0,87.0,87.0,67.0,97.0,1.0,109.0,47.0
0,84,23.0,2,681,1630.0,1,0,1,0,1,3,3,1,1,2,77.0,77.0,87.0,87.0,84.0,97.0,1.0,109.0,47.0,135.0
0,55,84.0,2,963,681.0,0,1,0,1,1,3,1,1,2,2,77.0,87.0,87.0,84.0,84.0,1.0,109.0,47.0,135.0,23.0
0,87,61.0,2,656,867.0,1,0,1,1,0,1,1,2,2,2,87.0,87.0,84.0,84.0,84.0,109.0,47.0,135.0,23.0,55.0
0,35,87.0,2,1262,656.0,0,1,1,0,1,1,2,2,2,2,87.0,84.0,84.0,84.0,87.0,47.0,135.0,23.0,55.0,61.0
0,87,55.0,2,676,911.0,1,1,0,1,0,2,2,2,2,2,84.0,84.0,84.0,87.0,87.0,135.0,23.0,55.0,61.0,35.0
0,62,87.0,2,825,676.0,1,0,1,0,1,2,2,2,2,2,84.0,84.0,87.0,87.0,87.0,23.0,55.0,61.0,35.0,55.0
0,83,50.0,2,686,975.0,0,1,0,1,0,2,2,2,2,2,84.0,87.0,87.0,87.0,87.0,55.0,61.0,35.0,55.0,62.0
0,8,83.0,2,3640,686.0,1,0,1,0,1,2,2,2,2,2,87.0,87.0,87.0,87.0,83.0,61.0,35.0,55.0,62.0,50.0
0,105,73.0,2,563,750.0,0,1,0,1,0,2,2,2,2,2,87.0,87.0,87.0,83.0,83.0,35.0,55.0,62.0,50.0,8.0
0,71,10.0,2,750,3335.0,1,0,1,0,0,2,2,2,2,2,87.0,87.0,83.0,83.0,73.0,55.0,62.0,50.0,8.0,105.0
0,71,76.0,2,750,715.0,0,1,0,0,1,2,2,2,2,2,87.0,83.0,83.0,73.0,71.0,62.0,50.0,8.0,105.0,10.0
0,71,40.0,2,750,1117.0,1,0,0,1,1,2,2,2,2,2,83.0,83.0,73.0,71.0,71.0,50.0,8.0,105.0,10.0,76.0
0,11,71.0,2,2910,750.0,0,0,1,1,1,2,2,2,2,2,83.0,73.0,71.0,71.0,71.0,8.0,105.0,10.0,76.0,40.0
0,54,57.0,2,930,903.0,0,1,1,1,0,2,2,2,2,2,73.0,71.0,71.0,71.0,71.0,105.0,10.0,76.0,40.0,11.0
0,9,54.0,2,3425,930.0,1,1,1,0,1,2,2,2,2,2,71.0,71.0,71.0,71.0,54.0,10.0,76.0,40.0,11.0,57.0
0,17,65.0,2,2260,800.0,1,1,1,1,1,2,2,2,2,2,76.0,169.0,3.0,47.0,98.0,21.0,21.0,21.0,21.0,17.0
0,17,15.0,2,2260,2320.0,1,1,1,1,1,2,2,2,2,2,169.0,3.0,47.0,98.0,17.0,21.0,21.0,21.0,17.0,65.0
0,3,17.0,2,4990,2260.0,1,1,1,1,1,2,2,2,2,2,3.0,47.0,98.0,17.0,17.0,21.0,21.0,17.0,65.0,15.0
0,20,108.0,2,1945,540.0,1,1,1,1,0,2,2,2,2,2,47.0,98.0,17.0,17.0,17.0,21.0,17.0,65.0,15.0,3.0
0,20,18.0,2,1945,2155.0,1,1,1,0,1,2,2,2,2,2,98.0,17.0,17.0,17.0,20.0,17.0,65.0,15.0,3.0,108.0
0,5,20.0,2,4505,1945.0,1,1,0,1,1,2,2,2,2,2,17.0,17.0,17.0,20.0,20.0,65.0,15.0,3.0,108.0,18.0
0,24,108.0,1,1675,531.0,1,0,1,1,0,2,2,2,2,2,17.0,17.0,20.0,20.0,20.0,15.0,3.0,108.0,18.0,5.0
0,88,24.0,1,645,1675.0,0,1,1,0,1,2,2,2,2,1,17.0,20.0,20.0,20.0,24.0,3.0,108.0,18.0,5.0,108.0
0,24,50.0,3,1585,999.0,1,1,0,1,0,2,2,2,1,1,20.0,20.0,20.0,24.0,24.0,108.0,18.0,5.0,108.0,88.0
0,24,33.0,3,1585,1295.0,1,0,1,0,1,2,2,1,1,3,20.0,20.0,24.0,24.0,24.0,18.0,5.0,108.0,88.0,50.0
0,2,24.0,3,8670,1585.0,0,1,0,1,1,2,1,1,3,3,20.0,24.0,24.0,24.0,24.0,5.0,108.0,88.0,50.0,33.0
0,21,156.0,3,1675,360.0,1,0,1,1,0,1,1,3,3,3,24.0,24.0,24.0,24.0,24.0,108.0,88.0,50.0,33.0,2.0
0,21,17.0,3,1675,1950.0,0,1,1,0,1,1,3,3,3,3,24.0,24.0,24.0,24.0,21.0,88.0,50.0,33.0,2.0,156.0
0,21,37.0,3,1675,1190.0,1,1,0,1,1,3,3,3,3,3,24.0,24.0,24.0,21.0,21.0,50.0,33.0,2.0,156.0,17.0
0,6,21.0,3,4860,1675.0,1,0,1,1,1,3,3,3,3,3,24.0,24.0,21.0,21.0,21.0,33.0,2.0,156.0,17.0,37.0
0,18,92.0,3,1855,642.0,0,1,1,1,0,3,3,3,3,3,24.0,21.0,21.0,21.0,21.0,2.0,156.0,17.0,37.0,6.0
0,18,43.0,3,1855,1075.0,1,1,1,0,1,3,3,3,3,3,21.0,21.0,21.0,21.0,18.0,156.0,17.0,37.0,6.0,92.0
0,28,18.0,3,1530,1855.0,1,1,0,1,1,3,3,3,3,3,21.0,21.0,21.0,18.0,18.0,17.0,37.0,6.0,92.0,43.0
0,18,164.0,2,1935,341.0,1,0,1,1,0,3,3,3,3,3,21.0,21.0,18.0,18.0,18.0,37.0,6.0,92.0,43.0,28.0
0,73,18.0,2,753,1935.0,0,1,1,0,1,3,3,3,3,2,21.0,18.0,18.0,18.0,18.0,6.0,92.0,43.0,28.0,164.0
0,195,17.0,2,290,1935.0,1,1,0,1,0,3,3,3,2,2,18.0,18.0,18.0,18.0,18.0,92.0,43.0,28.0,164.0,73.0
0,18,77.0,2,1855,758.0,1,0,1,0,0,3,3,2,2,2,18.0,18.0,18.0,18.0,17.0,43.0,28.0,164.0,73.0,195.0
0,18,21.0,2,1855,1745.0,0,1,0,0,1,3,2,2,2,2,18.0,18.0,18.0,17.0,18.0,28.0,164.0,73.0,195.0,77.0
0,3,18.0,2,5410,1855.0,1,0,0,1,1,2,2,2,2,2,18.0,18.0,17.0,18.0,18.0,164.0,73.0,195.0,77.0,21.0
0,30,95.0,2,1345,598.0,0,0,1,1,0,2,2,2,2,2,18.0,17.0,18.0,18.0,18.0,73.0,195.0,77.0,21.0,3.0
0,30,75.0,2,1345,764.0,0,1,1,0,1,2,2,2,2,2,17.0,18.0,18.0,18.0,30.0,195.0,77.0,21.0,3.0,95.0
0,2,30.0,2,7080,1345.0,1,1,0,1,1,2,2,2,2,2,18.0,18.0,18.0,30.0,30.0,77.0,21.0,3.0,95.0,75.0
0,27,95.0,2,1425,595.0,1,0,1,1,0,2,2,2,2,2,18.0,18.0,30.0,30.0,30.0,21.0,3.0,95.0,75.0,2.0
0,25,27.0,2,1580,1425.0,0,1,1,0,1,2,2,2,2,2,18.0,30.0,30.0,30.0,27.0,3.0,95.0,75.0,2.0,95.0
0,104,38.0,2,560,1170.0,1,1,0,1,0,2,2,2,2,2,30.0,30.0,30.0,27.0,27.0,95.0,75.0,2.0,95.0,25.0
0,37,78.0,2,1170,715.0,1,0,1,0,0,2,2,2,2,2,30.0,30.0,27.0,27.0,38.0,75.0,2.0,95.0,25.0,104.0
0,76,37.0,2,729,1170.0,0,1,0,0,1,2,2,2,2,2,30.0,27.0,27.0,38.0,37.0,2.0,95.0,25.0,104.0,78.0
0,29,148.0,1,1465,382.0,1,0,1,1,1,1,1,1,1,1,152.0,9.0,137.0,75.0,153.0,143.0,143.0,148.0,148.0,148.0
0,80,135.0,1,725,433.0,0,1,1,1,0,1,1,1,1,1,9.0,137.0,75.0,153.0,148.0,143.0,148.0,148.0,148.0,29.0
0,175,21.0,2,315,1838.0,1,1,1,0,0,1,1,1,1,1,137.0,75.0,153.0,148.0,135.0,148.0,148.0,148.0,29.0,80.0
0,57,175.0,2,913,315.0,1,1,0,0,1,1,1,1,1,2,75.0,153.0,148.0,135.0,175.0,148.0,148.0,29.0,80.0,21.0
0,187,96.0,2,284,551.0,1,0,1,0,1,2,2,2,2,2,80.0,43.0,23.0,93.0,71.0,90.0,90.0,86.0,86.0,96.0
0,64,98.0,2,821,561.0,0,1,0,1,0,2,2,2,2,2,43.0,23.0,93.0,71.0,96.0,90.0,86.0,86.0,96.0,187.0
0,91,103.0,2,621,561.0,1,0,1,0,0,2,2,2,2,2,23.0,93.0,71.0,96.0,98.0,86.0,86.0,96.0,187.0,64.0
0,64,104.0,2,835,559.0,0,1,0,0,0,2,2,2,2,2,93.0,71.0,96.0,98.0,103.0,86.0,96.0,187.0,64.0,91.0
0,109,96.0,3,507,612.0,1,0,0,0,0,2,2,2,2,2,71.0,96.0,98.0,103.0,104.0,96.0,187.0,64.0,91.0,64.0
0,94,244.0,3,612,232.0,0,0,0,0,0,2,2,2,2,3,96.0,98.0,103.0,104.0,96.0,187.0,64.0,91.0,64.0,109.0
0,94,11.0,3,612,2435.0,0,0,0,0,1,2,2,2,3,3,98.0,103.0,104.0,96.0,94.0,64.0,91.0,64.0,109.0,244.0
0,94,79.0,3,612,718.0,0,0,0,1,1,2,2,3,3,3,103.0,104.0,96.0,94.0,94.0,91.0,64.0,109.0,244.0,11.0
0,94,31.0,3,612,1453.0,0,0,1,1,1,2,3,3,3,3,104.0,96.0,94.0,94.0,94.0,64.0,109.0,244.0,11.0,79.0
0,67,94.0,3,855,612.0,0,1,1,1,1,3,3,3,3,3,96.0,94.0,94.0,94.0,94.0,109.0,244.0,11.0,79.0,31.0
0,73,284.0,3,752,189.0,1,1,1,1,0,3,3,3,3,3,94.0,94.0,94.0,94.0,94.0,244.0,11.0,79.0,31.0,67.0
0,2,73.0,3,8720,752.0,1,1,1,0,1,3,3,3,3,3,94.0,94.0,94.0,94.0,73.0,11.0,79.0,31.0,67.0,284.0
0,71,186.0,2,771,308.0,1,1,0,1,0,3,3,3,3,3,94.0,94.0,94.0,73.0,73.0,79.0,31.0,67.0,284.0,2.0
0,53,71.0,2,920,771.0,1,0,1,0,1,3,3,3,3,2,94.0,94.0,73.0,73.0,71.0,31.0,67.0,284.0,2.0,186.0
0,85,75.0,2,683,746.0,0,1,0,1,0,3,3,3,2,2,94.0,73.0,73.0,71.0,71.0,67.0,284.0,2.0,186.0,53.0
0,149,77.0,2,388,736.0,1,0,1,0,0,3,3,2,2,2,73.0,73.0,71.0,71.0,75.0,284.0,2.0,186.0,53.0,85.0
0,88,77.0,2,642,736.0,0,1,0,0,0,3,2,2,2,2,73.0,71.0,71.0,75.0,77.0,2.0,186.0,53.0,85.0,149.0
0,77,109.0,2,720,486.0,1,0,0,0,0,2,2,2,2,2,71.0,71.0,75.0,77.0,77.0,186.0,53.0,85.0,149.0,88.0
0,22,77.0,2,1696,720.0,0,0,0,0,1,2,2,2,2,2,71.0,75.0,77.0,77.0,77.0,53.0,85.0,149.0,88.0,109.0
0,80,77.0,2,714,730.0,0,0,0,1,0,2,2,2,2,2,75.0,77.0,77.0,77.0,77.0,85.0,149.0,88.0,109.0,22.0
0,81,69.0,2,697,773.0,0,0,1,0,0,2,2,2,2,2,77.0,77.0,77.0,77.0,77.0,149.0,88.0,109.0,22.0,80.0
0,14,81.0,2,2315,697.0,0,1,0,0,1,2,2,2,2,2,77.0,77.0,77.0,77.0,81.0,88.0,109.0,22.0,80.0,69.0
0,91,103.0,2,621,561.0,0,1,0,0,0,2,1,1,1,1,26.0,190.0,43.0,6.0,73.0,75.0,88.0,88.0,84.0,91.0
0,26,91.0,2,1567,621.0,1,0,0,0,1,1,1,1,1,2,190.0,43.0,6.0,73.0,91.0,88.0,88.0,84.0,91.0,103.0
0,108,66.0,2,540,813.0,0,0,0,1,0,1,1,1,2,2,43.0,6.0,73.0,91.0,91.0,88.0,84.0,91.0,103.0,26.0
0,20,108.0,2,1945,540.0,0,0,1,0,1,1,1,2,2,2,6.0,73.0,91.0,91.0,108.0,84.0,91.0,103.0,26.0,66.0
0,13,93.0,1,2310,639.0,0,1,0,1,0,1,2,2,2,2,73.0,91.0,91.0,108.0,108.0,91.0,103.0,26.0,66.0,20.0
0,91,226.0,1,664,249.0,1,0,1,0,0,2,2,2,2,1,91.0,91.0,108.0,108.0,93.0,103.0,26.0,66.0,20.0,13.0
0,30,91.0,1,1420,664.0,0,1,0,0,1,2,2,2,1,1,91.0,108.0,108.0,93.0,91.0,26.0,66.0,20.0,13.0,226.0
0,92,69.0,1,664,786.0,1,0,0,1,0,2,2,1,1,1,108.0,108.0,93.0,91.0,91.0,66.0,20.0,13.0,226.0,30.0
0,87,92.0,1,675,664.0,0,0,1,0,1,2,1,1,1,1,108.0,93.0,91.0,91.0,92.0,20.0,13.0,226.0,30.0,69.0
0,95,38.0,1,639,1255.0,0,1,0,1,0,1,1,1,1,1,93.0,91.0,91.0,92.0,92.0,13.0,226.0,30.0,69.0,87.0
0,95,29.0,1,639,1430.0,1,0,1,0,1,1,1,1,1,1,91.0,91.0,92.0,92.0,95.0,226.0,30.0,69.0,87.0,38.0
0,95,6.0,1,639,4470.0,0,1,0,1,1,1,1,1,1,1,91.0,92.0,92.0,95.0,95.0,30.0,69.0,87.0,38.0,29.0
0,8,95.0,1,3345,639.0,1,0,1,1,1,1,1,1,1,1,92.0,92.0,95.0,95.0,95.0,69.0,87.0,38.0,29.0,6.0
0,68,101.0,1,824,610.0,0,1,1,1,0,1,1,1,1,1,92.0,95.0,95.0,95.0,95.0,87.0,38.0,29.0,6.0,8.0
0,68,334.0,1,824,150.0,1,1,1,0,1,1,1,1,1,1,95.0,95.0,95.0,95.0,68.0,38.0,29.0,6.0,8.0,101.0
0,68,70.0,1,824,820.0,1,1,0,1,1,1,1,1,1,1,95.0,95.0,95.0,68.0,68.0,29.0,6.0,8.0,101.0,334.0
0,8,68.0,1,3195,824.0,1,0,1,1,1,1,1,1,1,1,95.0,95.0,68.0,68.0,68.0,6.0,8.0,101.0,334.0,70.0
0,60,80.0,1,894,720.0,0,1,1,1,0,1,1,1,1,1,95.0,68.0,68.0,68.0,68.0,8.0,101.0,334.0,70.0,8.0
0,3,60.0,1,5615,894.0,1,1,1,0,1,1,1,1,1,1,68.0,68.0,68.0,68.0,60.0,101.0,334.0,70.0,8.0,80.0
0,57,301.0,3,920,175.0,1,1,0,1,0,1,1,1,1,1,68.0,68.0,68.0,60.0,60.0,334.0,70.0,8.0,80.0,3.0
0,76,57.0,3,722,920.0,1,0,1,0,1,1,1,1,1,3,68.0,68.0,60.0,60.0,57.0,70.0,8.0,80.0,3.0,301.0
0,2,58.0,3,8720,920.0,0,1,0,1,0,1,1,1,3,3,68.0,60.0,60.0,57.0,57.0,8.0,80.0,3.0,301.0,76.0
0,66,82.0,3,825,715.0,1,0,1,0,0,1,1,3,3,3,60.0,60.0,57.0,57.0,58.0,80.0,3.0,301.0,76.0,2.0
0,66,41.0,3,825,1090.0,0,1,0,0,1,1,3,3,3,3,60.0,57.0,57.0,58.0,66.0,3.0,301.0,76.0,2.0,82.0
0,72,66.0,3,780,825.0,1,0,0,1,1,3,3,3,3,3,57.0,57.0,58.0,66.0,66.0,301.0,76.0,2.0,82.0,41.0
0,33,63.0,1,1280,850.0,0,0,1,1,0,3,3,3,3,3,57.0,58.0,66.0,66.0,66.0,76.0,2.0,82.0,41.0,72.0
0,66,71.0,1,850,805.0,0,1,1,0,0,3,3,3,3,1,58.0,66.0,66.0,66.0,63.0,2.0,82.0,41.0,72.0,33.0
0,66,136.0,1,850,423.0,1,1,0,0,1,3,3,3,1,1,66.0,66.0,66.0,63.0,66.0,82.0,41.0,72.0,33.0,71.0
0,112,66.0,1,491,850.0,1,0,0,1,1,3,3,1,1,1,66.0,66.0,63.0,66.0,66.0,41.0,72.0,33.0,71.0,136.0
0,29,64.0,2,1395,850.0,0,0,1,1,0,3,1,1,1,1,66.0,63.0,66.0,66.0,66.0,72.0,33.0,71.0,136.0,112.0
0,62,27.0,2,865,1475.0,0,1,1,0,0,1,1,1,1,2,63.0,66.0,66.0,66.0,64.0,33.0,71.0,136.0,112.0,29.0
0,62,67.0,2,865,824.0,1,1,0,0,1,1,1,1,2,2,66.0,66.0,66.0,64.0,62.0,71.0,136.0,112.0,29.0,27.0
0,11,62.0,2,3200,865.0,1,0,0,1,1,1,1,2,2,2,66.0,66.0,64.0,62.0,62.0,136.0,112.0,29.0,27.0,67.0
0,67,53.0,2,799,945.0,0,0,1,1,0,1,2,2,2,2,66.0,64.0,62.0,62.0,62.0,112.0,29.0,27.0,67.0,11.0
0,55,83.0,2,920,687.0,0,1,1,0,0,2,2,2,2,2,64.0,62.0,62.0,62.0,53.0,29.0,27.0,67.0,11.0,67.0
0,55,8.0,2,920,3755.0,1,1,0,0,1,2,2,2,2,2,62.0,62.0,62.0,53.0,55.0,27.0,67.0,11.0,67.0,83.0
0,16,55.0,2,1855,920.0,1,0,0,1,1,2,2,2,2,2,62.0,62.0,53.0,55.0,55.0,67.0,11.0,67.0,83.0,8.0
0,50,215.0,2,950,257.0,0,0,1,1,0,2,2,2,2,2,62.0,53.0,55.0,55.0,55.0,11.0,67.0,83.0,8.0,16.0
0,21,50.0,2,1797,950.0,0,1,1,0,1,2,2,2,2,2,53.0,55.0,55.0,55.0,50.0,67.0,83.0,8.0,16.0,215.0
0,49,44.0,2,950,1090.0,1,1,0,1,0,2,2,2,2,2,55.0,55.0,55.0,50.0,50.0,83.0,8.0,16.0,215.0,21.0
0,26,49.0,2,1650,950.0,1,0,1,0,1,2,2,2,2,2,55.0,55.0,50.0,50.0,49.0,8.0,16.0,215.0,21.0,44.0
0,13,38.0,2,2535,1295.0,1,0,1,1,0,2,2,2,2,2,70.0,138.0,462.0,26.0,167.0,36.0,36.0,36.0,36.0,36.0
0,37,150.0,2,1295,376.0,0,1,1,0,0,2,2,2,2,2,138.0,462.0,26.0,167.0,38.0,36.0,36.0,36.0,36.0,13.0
0,7,37.0,2,3400,1295.0,1,1,0,0,1,2,2,2,2,2,462.0,26.0,167.0,38.0,37.0,36.0,36.0,36.0,13.0,150.0
