,WRank,LRank,Surface,WPts,LPts,A,B,C,D,E,ACourt,BCourt,CCourt,DCourt,ECourt,AOpponentRank,BOpponentRank,COpponentRank,DOpponentRank,EOpponentRank,APlayerRank,BPlayerRank,CPlayerRank,DPlayerRank,EPlayerRank
0,83,23.0,3,706,1665.0,1,1,1,1,0,3,3,3,3,3,30.0,30.0,30.0,23.0,23.0,75.0,103.0,24.0,48.0,138.0
0,113,24.0,1,501,1665.0,1,1,1,0,0,3,3,3,3,3,30.0,30.0,23.0,23.0,23.0,103.0,24.0,48.0,138.0,83.0
0,24,106.0,2,1665,514.0,1,1,0,0,0,3,3,3,3,1,30.0,23.0,23.0,23.0,24.0,24.0,48.0,138.0,83.0,113.0
0,24,121.0,2,1665,469.0,1,0,0,0,1,3,3,3,1,2,23.0,23.0,23.0,24.0,24.0,48.0,138.0,83.0,113.0,106.0
0,4,24.0,2,5395,1665.0,0,0,0,1,1,3,3,1,2,2,23.0,23.0,24.0,24.0,24.0,138.0,83.0,113.0,106.0,121.0
0,27,24.0,2,1534,1665.0,0,0,1,1,0,3,1,2,2,2,23.0,24.0,24.0,24.0,24.0,83.0,113.0,106.0,121.0,4.0
0,44,24.0,2,1030,1630.0,0,1,1,0,0,1,2,2,2,2,24.0,24.0,24.0,24.0,24.0,113.0,106.0,121.0,4.0,27.0
0,62,27.0,2,865,1475.0,1,1,0,0,0,2,2,2,2,2,24.0,24.0,24.0,24.0,24.0,106.0,121.0,4.0,27.0,44.0
0,28,207.0,2,1395,270.0,1,0,0,0,0,2,2,2,2,2,24.0,24.0,24.0,24.0,27.0,121.0,4.0,27.0,44.0,62.0
0,28,60.0,2,1395,870.0,0,0,0,0,1,2,2,2,2,2,24.0,24.0,24.0,27.0,28.0,4.0,27.0,44.0,62.0,207.0
0,88,28.0,2,650,1395.0,0,0,0,1,1,2,2,2,2,2,24.0,24.0,27.0,28.0,28.0,27.0,44.0,62.0,207.0,60.0
0,39,134.0,2,1190,423.0,0,0,1,1,0,2,2,2,2,2,24.0,27.0,28.0,28.0,28.0,44.0,62.0,207.0,60.0,88.0
0,40,39.0,2,1133,1190.0,0,1,1,0,1,2,2,2,2,2,27.0,28.0,28.0,28.0,39.0,62.0,207.0,60.0,88.0,134.0
0,42,40.0,2,1075,1145.0,1,1,0,1,0,2,2,2,2,2,28.0,28.0,28.0,39.0,39.0,207.0,60.0,88.0,134.0,40.0
0,42,39.0,2,1092,1145.0,1,0,1,0,0,2,2,2,2,2,28.0,28.0,39.0,39.0,40.0,60.0,88.0,134.0,40.0,42.0
0,217,39.0,2,255,1145.0,0,1,0,0,0,2,2,2,2,2,28.0,39.0,39.0,40.0,39.0,88.0,134.0,40.0,42.0,42.0
0,15,51.0,2,2315,940.0,1,0,0,0,0,2,2,2,2,2,39.0,39.0,40.0,39.0,39.0,134.0,40.0,42.0,42.0,217.0
0,52,61.0,2,940,881.0,0,0,0,0,0,2,2,2,2,2,39.0,40.0,39.0,39.0,51.0,40.0,42.0,42.0,217.0,15.0
0,52,16.0,2,940,2175.0,0,0,0,0,1,2,2,2,2,2,40.0,39.0,39.0,51.0,52.0,42.0,42.0,217.0,15.0,61.0
0,2,52.0,2,7445,940.0,0,0,0,1,1,2,2,2,2,2,39.0,39.0,51.0,52.0,52.0,42.0,217.0,15.0,61.0,16.0
0,91,88.0,2,614,640.0,1,0,1,0,0,2,2,2,2,2,79.0,21.0,16.0,37.0,94.0,76.0,76.0,78.0,78.0,79.0
0,87,11.0,2,640,2595.0,0,1,0,0,0,2,2,2,2,2,21.0,16.0,37.0,94.0,88.0,76.0,78.0,78.0,79.0,91.0
0,59,87.0,2,878,640.0,1,0,0,0,1,2,2,2,2,2,16.0,37.0,94.0,88.0,87.0,78.0,78.0,79.0,91.0,11.0
0,42,78.0,2,1220,685.0,0,0,0,1,0,2,2,2,2,2,37.0,94.0,88.0,87.0,87.0,78.0,79.0,91.0,11.0,59.0
0,76,72.0,2,690,755.0,0,0,1,0,0,2,2,2,2,2,94.0,88.0,87.0,87.0,78.0,79.0,91.0,11.0,59.0,42.0
0,23,76.0,2,1727,690.0,0,1,0,0,1,2,2,2,2,2,88.0,87.0,87.0,78.0,76.0,91.0,11.0,59.0,42.0,72.0
0,70,73.0,1,820,794.0,1,0,0,1,0,2,2,2,2,2,87.0,87.0,78.0,76.0,76.0,11.0,59.0,42.0,72.0,23.0
0,115,73.0,1,466,794.0,0,0,1,0,0,2,2,2,2,1,87.0,78.0,76.0,76.0,73.0,59.0,42.0,72.0,23.0,70.0
0,69,125.0,3,833,454.0,0,1,0,0,0,2,2,2,1,1,78.0,76.0,76.0,73.0,73.0,42.0,72.0,23.0,70.0,115.0
0,69,32.0,3,833,1300.0,1,0,0,0,1,2,2,1,1,3,76.0,76.0,73.0,73.0,69.0,72.0,23.0,70.0,115.0,125.0
0,69,97.0,3,833,597.0,0,0,0,1,1,2,1,1,3,3,76.0,73.0,73.0,69.0,69.0,23.0,70.0,115.0,125.0,32.0
0,72,69.0,3,780,833.0,0,0,1,1,1,1,1,3,3,3,73.0,73.0,69.0,69.0,69.0,70.0,115.0,125.0,32.0,97.0
0,60,59.0,3,911,912.0,0,1,1,1,0,1,3,3,3,3,73.0,69.0,69.0,69.0,69.0,115.0,125.0,32.0,97.0,72.0
0,60,24.0,3,911,1575.0,1,1,1,0,1,3,3,3,3,3,69.0,69.0,69.0,69.0,60.0,125.0,32.0,97.0,72.0,59.0
0,1,60.0,3,8920,911.0,1,1,0,1,1,3,3,3,3,3,69.0,69.0,69.0,60.0,60.0,32.0,97.0,72.0,59.0,24.0
0,51,9.0,3,989,3110.0,1,0,1,1,0,3,3,3,3,3,69.0,69.0,60.0,60.0,60.0,97.0,72.0,59.0,24.0,1.0
0,51,158.0,3,989,359.0,0,1,1,0,1,3,3,3,3,3,69.0,60.0,60.0,60.0,51.0,72.0,59.0,24.0,1.0,9.0
0,53,51.0,3,950,989.0,1,1,0,1,1,3,3,3,3,3,60.0,60.0,60.0,51.0,51.0,59.0,24.0,1.0,9.0,158.0
0,123,43.0,1,466,1063.0,1,0,1,1,0,3,3,3,3,3,60.0,60.0,51.0,51.0,51.0,24.0,1.0,9.0,158.0,53.0
0,55,230.0,2,917,242.0,0,1,1,0,0,3,3,3,3,1,60.0,51.0,51.0,51.0,43.0,1.0,9.0,158.0,53.0,123.0
0,55,95.0,2,917,599.0,1,1,0,0,1,3,3,3,1,2,51.0,51.0,51.0,43.0,55.0,9.0,158.0,53.0,123.0,230.0
0,9,55.0,2,3490,917.0,1,0,0,1,1,3,3,1,2,2,51.0,51.0,43.0,55.0,55.0,158.0,53.0,123.0,230.0,95.0
0,121,52.0,2,468,975.0,0,0,1,1,0,3,1,2,2,2,51.0,43.0,55.0,55.0,55.0,53.0,123.0,230.0,95.0,9.0
0,54,33.0,2,969,1314.0,0,1,1,0,0,1,2,2,2,2,43.0,55.0,55.0,55.0,52.0,123.0,230.0,95.0,9.0,121.0
0,34,54.0,2,1235,969.0,1,1,0,0,1,2,2,2,2,2,55.0,55.0,55.0,52.0,54.0,230.0,95.0,9.0,121.0,33.0
0,47,85.0,2,994,681.0,1,0,0,1,0,2,2,2,2,2,55.0,55.0,52.0,54.0,54.0,95.0,9.0,121.0,33.0,34.0
0,47,60.0,2,994,869.0,0,0,1,0,1,2,2,2,2,2,55.0,52.0,54.0,54.0,47.0,9.0,121.0,33.0,34.0,85.0
0,13,47.0,2,2120,994.0,0,1,0,1,1,2,2,2,2,2,52.0,54.0,54.0,47.0,47.0,121.0,33.0,34.0,85.0,60.0
0,9,48.0,2,3595,1019.0,1,0,1,1,0,2,2,2,2,2,54.0,54.0,47.0,47.0,47.0,33.0,34.0,85.0,60.0,13.0
0,51,40.0,2,974,1115.0,0,1,1,0,0,2,2,2,2,2,54.0,47.0,47.0,47.0,48.0,34.0,85.0,60.0,13.0,9.0
0,51,7.0,2,974,3825.0,1,1,0,0,1,2,2,2,2,2,47.0,47.0,47.0,48.0,51.0,85.0,60.0,13.0,9.0,40.0
0,51,68.0,2,974,786.0,1,0,0,1,1,2,2,2,2,2,47.0,47.0,48.0,51.0,51.0,60.0,13.0,9.0,40.0,7.0
0,19,51.0,2,1815,974.0,0,0,1,1,1,2,2,2,2,2,47.0,48.0,51.0,51.0,51.0,13.0,9.0,40.0,7.0,68.0
0,29,40.0,2,1455,1134.0,0,1,1,1,0,2,2,2,2,2,48.0,51.0,51.0,51.0,51.0,9.0,40.0,7.0,68.0,19.0
0,174,39.0,2,315,1134.0,1,1,1,0,0,2,2,2,2,2,51.0,51.0,51.0,51.0,40.0,40.0,7.0,68.0,19.0,29.0
0,18,39.0,2,1845,1125.0,1,1,0,0,0,2,2,2,2,2,51.0,51.0,51.0,40.0,39.0,7.0,68.0,19.0,29.0,174.0
0,49,61.0,2,992,836.0,1,1,0,1,1,2,2,2,2,2,51.0,58.0,3.0,12.0,60.0,50.0,50.0,50.0,49.0,49.0
0,49,76.0,2,992,686.0,1,0,1,1,1,2,2,2,2,2,58.0,3.0,12.0,60.0,49.0,50.0,50.0,49.0,49.0,61.0
0,49,3.0,2,992,4990.0,0,1,1,1,1,2,2,2,2,2,3.0,12.0,60.0,49.0,49.0,50.0,49.0,49.0,61.0,76.0
0,6,49.0,2,3805,992.0,1,1,1,1,1,2,2,2,2,2,12.0,60.0,49.0,49.0,49.0,49.0,49.0,61.0,76.0,3.0
0,97,24.0,2,595,1642.0,1,1,1,1,0,2,2,2,2,2,60.0,49.0,49.0,49.0,49.0,49.0,61.0,76.0,3.0,6.0
0,63,26.0,2,844,1627.0,1,1,1,0,0,2,2,2,2,2,49.0,49.0,49.0,49.0,24.0,61.0,76.0,3.0,6.0,97.0
0,26,65.0,1,1627,815.0,1,1,0,0,0,2,2,2,2,2,49.0,49.0,49.0,24.0,26.0,76.0,3.0,6.0,97.0,63.0
0,26,93.0,1,1627,626.0,1,0,0,0,1,2,2,2,2,1,49.0,49.0,24.0,26.0,26.0,3.0,6.0,97.0,63.0,65.0
0,26,38.0,1,1627,1295.0,0,0,0,1,1,2,2,2,1,1,49.0,24.0,26.0,26.0,26.0,6.0,97.0,63.0,65.0,93.0
0,26,91.0,1,1627,638.0,0,0,1,1,1,2,2,1,1,1,24.0,26.0,26.0,26.0,26.0,97.0,63.0,65.0,93.0,38.0
0,355,26.0,1,126,1627.0,0,1,1,1,1,2,1,1,1,1,26.0,26.0,26.0,26.0,26.0,63.0,65.0,93.0,38.0,91.0
0,62,23.0,1,851,1757.0,1,1,1,1,0,1,1,1,1,1,26.0,26.0,26.0,26.0,26.0,65.0,93.0,38.0,91.0,355.0
0,23,111.0,1,1732,497.0,1,1,1,0,0,1,1,1,1,1,26.0,26.0,26.0,26.0,23.0,93.0,38.0,91.0,355.0,62.0
0,68,23.0,1,805,1732.0,1,1,0,0,1,1,1,1,1,1,26.0,26.0,26.0,23.0,23.0,38.0,91.0,355.0,62.0,111.0
0,22,51.0,1,1757,1019.0,1,0,0,1,0,1,1,1,1,1,26.0,26.0,23.0,23.0,23.0,91.0,355.0,62.0,111.0,68.0
0,22,12.0,1,1757,2220.0,0,0,1,0,1,1,1,1,1,1,26.0,23.0,23.0,23.0,22.0,355.0,62.0,111.0,68.0,51.0
0,22,10.0,1,1757,3020.0,0,1,0,1,1,1,1,1,1,1,23.0,23.0,23.0,22.0,22.0,62.0,111.0,68.0,51.0,12.0
0,43,22.0,1,1128,1757.0,1,0,1,1,1,1,1,1,1,1,23.0,23.0,22.0,22.0,22.0,111.0,68.0,51.0,12.0,10.0
0,19,64.0,1,1905,843.0,0,1,1,1,0,1,1,1,1,1,23.0,22.0,22.0,22.0,22.0,68.0,51.0,12.0,10.0,43.0
0,19,16.0,1,1905,1995.0,1,1,1,0,1,1,1,1,1,1,22.0,22.0,22.0,22.0,19.0,51.0,12.0,10.0,43.0,64.0
0,3,19.0,1,6015,1905.0,1,1,0,1,1,1,1,1,1,1,22.0,22.0,22.0,19.0,19.0,12.0,10.0,43.0,64.0,16.0
0,17,105.0,1,1950,541.0,1,0,1,1,0,1,1,1,1,1,22.0,22.0,19.0,19.0,19.0,10.0,43.0,64.0,16.0,3.0
0,17,45.0,1,1950,1122.0,0,1,1,0,1,1,1,1,1,1,22.0,19.0,19.0,19.0,17.0,43.0,64.0,16.0,3.0,105.0
0,18,17.0,1,1940,1950.0,1,1,0,1,1,1,1,1,1,1,19.0,19.0,19.0,17.0,17.0,64.0,16.0,3.0,105.0,45.0
0,17,58.0,3,1950,920.0,1,0,1,1,0,1,1,1,1,1,19.0,19.0,17.0,17.0,17.0,16.0,3.0,105.0,45.0,18.0
0,21,17.0,3,1675,1950.0,0,1,1,0,1,1,1,1,1,3,19.0,17.0,17.0,17.0,17.0,3.0,105.0,45.0,18.0,58.0
0,18,156.0,3,1950,360.0,1,1,0,1,0,1,1,1,3,3,17.0,17.0,17.0,17.0,17.0,105.0,45.0,18.0,58.0,21.0
0,90,18.0,3,644,1950.0,1,0,1,0,1,1,1,3,3,3,17.0,17.0,17.0,17.0,18.0,45.0,18.0,58.0,21.0,156.0
0,17,204.0,3,1950,286.0,0,1,0,1,0,1,3,3,3,3,17.0,17.0,17.0,18.0,18.0,18.0,58.0,21.0,156.0,90.0
0,17,168.0,3,1950,342.0,1,0,1,0,1,3,3,3,3,3,17.0,17.0,18.0,18.0,17.0,58.0,21.0,156.0,90.0,204.0
0,21,17.0,3,1715,1950.0,0,1,0,1,1,3,3,3,3,3,17.0,18.0,18.0,17.0,17.0,21.0,156.0,90.0,204.0,168.0
0,832,18.0,2,20,1950.0,1,0,1,1,0,3,3,3,3,3,18.0,18.0,17.0,17.0,17.0,156.0,90.0,204.0,168.0,21.0
0,12,16.0,2,2470,1950.0,0,1,1,0,0,3,3,3,3,2,18.0,17.0,17.0,17.0,18.0,90.0,204.0,168.0,21.0,832.0
0,16,81.0,2,1950,735.0,1,1,0,0,0,3,3,3,2,2,17.0,17.0,17.0,18.0,16.0,204.0,168.0,21.0,832.0,12.0
0,32,16.0,2,1305,1950.0,1,0,0,0,1,3,3,2,2,2,17.0,17.0,18.0,16.0,16.0,168.0,21.0,832.0,12.0,81.0
0,16,41.0,2,1985,1061.0,0,0,0,1,0,3,2,2,2,2,17.0,18.0,16.0,16.0,16.0,21.0,832.0,12.0,81.0,32.0
0,16,89.0,2,1985,640.0,0,0,1,0,1,2,2,2,2,2,18.0,16.0,16.0,16.0,16.0,832.0,12.0,81.0,32.0,41.0
0,34,16.0,2,1235,1985.0,0,1,0,1,1,2,2,2,2,2,16.0,16.0,16.0,16.0,16.0,12.0,81.0,32.0,41.0,89.0
0,94,16.0,2,603,1935.0,1,0,1,1,0,2,2,2,2,2,16.0,16.0,16.0,16.0,16.0,81.0,32.0,41.0,89.0,34.0
0,16,70.0,2,1855,786.0,0,1,1,0,0,2,2,2,2,2,16.0,16.0,16.0,16.0,16.0,32.0,41.0,89.0,34.0,94.0
0,16,58.0,2,1855,879.0,1,1,0,0,1,2,2,2,2,2,16.0,16.0,16.0,16.0,16.0,41.0,89.0,34.0,94.0,70.0
0,16,55.0,2,1855,920.0,1,0,0,1,1,2,2,2,2,2,16.0,16.0,16.0,16.0,16.0,89.0,34.0,94.0,70.0,58.0
0,34,16.0,2,1257,1855.0,0,0,1,1,1,2,2,2,2,2,16.0,16.0,16.0,16.0,16.0,34.0,94.0,70.0,58.0,55.0
0,14,35.0,2,1990,1232.0,0,1,1,1,0,2,2,2,2,2,16.0,16.0,16.0,16.0,16.0,94.0,70.0,58.0,55.0,34.0
0,14,47.0,2,1990,1021.0,1,1,1,0,1,2,2,2,2,2,16.0,16.0,16.0,16.0,14.0,70.0,58.0,55.0,34.0,35.0
0,14,48.0,2,1990,1020.0,1,1,0,1,1,2,2,2,2,2,16.0,16.0,16.0,14.0,14.0,58.0,55.0,34.0,35.0,47.0
0,5,14.0,2,4755,1990.0,1,0,1,1,1,2,2,2,2,2,16.0,16.0,14.0,14.0,14.0,55.0,34.0,35.0,47.0,48.0
0,15,64.0,2,2125,805.0,0,1,1,1,0,2,2,2,2,2,16.0,14.0,14.0,14.0,14.0,34.0,35.0,47.0,48.0,5.0
0,15,97.0,2,2125,588.0,1,1,1,0,1,2,2,2,2,2,14.0,14.0,14.0,14.0,15.0,35.0,47.0,48.0,5.0,64.0
0,15,28.0,2,2125,1535.0,1,1,0,1,1,2,2,2,2,2,14.0,14.0,14.0,15.0,15.0,47.0,48.0,5.0,64.0,97.0
0,15,38.0,2,2125,1160.0,1,0,1,1,1,2,2,2,2,2,14.0,14.0,15.0,15.0,15.0,48.0,5.0,64.0,97.0,28.0
0,14,17.0,2,2330,1880.0,0,1,1,1,1,2,2,2,2,2,14.0,15.0,15.0,15.0,15.0,5.0,64.0,97.0,28.0,38.0
0,30,14.0,2,1410,2330.0,1,1,1,1,1,2,2,2,2,2,15.0,15.0,15.0,15.0,14.0,64.0,97.0,28.0,38.0,17.0
0,111,108.0,1,497,511.0,1,0,1,0,0,1,1,1,1,1,76.0,70.0,55.0,33.0,49.0,114.0,114.0,114.0,114.0,102.0
0,65,118.0,3,863,460.0,0,1,0,0,0,1,1,1,1,1,70.0,55.0,33.0,49.0,108.0,114.0,114.0,114.0,102.0,111.0
0,247,127.0,2,227,458.0,1,0,0,0,0,1,1,1,1,3,55.0,33.0,49.0,108.0,118.0,114.0,114.0,102.0,111.0,65.0
0,29,123.0,2,1497,461.0,0,0,1,0,1,2,1,2,2,2,66.0,90.0,146.0,11.0,10.0,120.0,133.0,131.0,131.0,123.0
0,117,64.0,2,481,844.0,0,1,0,1,0,1,2,2,2,2,90.0,146.0,11.0,10.0,123.0,133.0,131.0,131.0,123.0,29.0
0,32,117.0,2,1340,481.0,1,0,1,0,1,2,2,2,2,2,146.0,11.0,10.0,123.0,117.0,131.0,131.0,123.0,29.0,64.0
0,51,120.0,1,975,465.0,0,1,0,1,0,2,2,2,2,2,11.0,10.0,123.0,117.0,117.0,131.0,123.0,29.0,64.0,32.0
0,88,149.0,1,673,381.0,1,0,1,0,0,2,2,2,2,1,10.0,123.0,117.0,117.0,120.0,123.0,29.0,64.0,32.0,51.0
0,121,195.0,2,469,296.0,0,1,0,0,0,2,2,2,1,1,123.0,117.0,117.0,120.0,149.0,29.0,64.0,32.0,51.0,88.0
0,86,138.0,1,660,412.0,0,0,1,0,0,2,2,1,1,2,31.0,1.0,108.0,98.0,72.0,83.0,79.0,86.0,86.0,139.0
0,96,149.0,1,595,357.0,0,1,0,0,0,2,1,1,2,1,1.0,108.0,98.0,72.0,138.0,79.0,86.0,86.0,139.0,86.0
0,47,153.0,2,1044,357.0,1,0,0,0,0,1,1,2,1,1,108.0,98.0,72.0,138.0,149.0,86.0,86.0,139.0,86.0,96.0
0,54,152.0,2,940,367.0,0,0,0,0,0,1,2,1,1,2,98.0,72.0,138.0,149.0,153.0,86.0,139.0,86.0,96.0,47.0
0,161,198.0,1,349,291.0,0,0,0,0,0,2,1,1,2,2,72.0,138.0,149.0,153.0,152.0,139.0,86.0,96.0,47.0,54.0
0,77,166.0,2,688,335.0,0,0,1,0,0,2,2,2,2,2,59.0,4.0,167.0,29.0,34.0,73.0,73.0,81.0,81.0,78.0
0,10,77.0,2,2650,688.0,0,1,0,0,1,2,2,2,2,2,4.0,167.0,29.0,34.0,77.0,73.0,81.0,81.0,78.0,166.0
0,89,86.0,2,640,656.0,1,0,0,1,0,2,2,2,2,2,167.0,29.0,34.0,77.0,77.0,81.0,81.0,78.0,166.0,10.0
0,38,102.0,1,1295,586.0,0,0,1,0,0,2,2,2,2,2,29.0,34.0,77.0,77.0,86.0,81.0,78.0,166.0,10.0,89.0
0,55,99.0,1,951,611.0,0,1,0,0,0,2,2,2,2,1,34.0,77.0,77.0,86.0,102.0,78.0,166.0,10.0,89.0,38.0
0,100,99.0,1,601,620.0,1,0,0,0,0,2,2,2,1,1,77.0,77.0,86.0,102.0,99.0,166.0,10.0,89.0,38.0,55.0
0,100,32.0,1,601,1415.0,0,0,0,0,1,2,2,1,1,1,77.0,86.0,102.0,99.0,100.0,10.0,89.0,38.0,55.0,99.0
0,87,100.0,1,675,601.0,0,0,0,1,1,2,1,1,1,1,86.0,102.0,99.0,100.0,100.0,89.0,38.0,55.0,99.0,32.0
0,115,73.0,1,466,794.0,0,0,1,1,0,1,1,1,1,1,102.0,99.0,100.0,100.0,100.0,38.0,55.0,99.0,32.0,87.0
0,40,115.0,1,1200,466.0,0,1,1,0,1,1,1,1,1,1,99.0,100.0,100.0,100.0,115.0,55.0,99.0,32.0,87.0,73.0
0,133,85.0,3,424,687.0,1,1,0,1,0,1,1,1,1,1,100.0,100.0,100.0,115.0,115.0,99.0,32.0,87.0,73.0,40.0
0,133,224.0,3,424,255.0,1,0,1,0,1,1,1,1,1,3,100.0,100.0,115.0,115.0,133.0,32.0,87.0,73.0,40.0,85.0
0,35,133.0,3,1254,424.0,0,1,0,1,1,1,1,1,3,3,100.0,115.0,115.0,133.0,133.0,87.0,73.0,40.0,85.0,224.0
0,106,451.0,2,514,81.0,1,0,1,1,0,1,1,3,3,3,115.0,115.0,133.0,133.0,133.0,73.0,40.0,85.0,224.0,35.0
0,24,106.0,2,1665,514.0,0,1,1,0,1,1,3,3,3,2,115.0,133.0,133.0,133.0,106.0,40.0,85.0,224.0,35.0,451.0
0,2,58.0,2,9605,857.0,1,1,1,1,1,2,2,2,2,2,51.0,55.0,31.0,80.0,20.0,2.0,2.0,2.0,2.0,2.0
0,2,6.0,2,9605,3805.0,1,1,1,1,1,2,2,2,2,2,55.0,31.0,80.0,20.0,2.0,2.0,2.0,2.0,2.0,58.0
0,2,116.0,2,9605,498.0,1,1,1,1,1,2,2,2,2,2,31.0,80.0,20.0,2.0,2.0,2.0,2.0,2.0,58.0,6.0
0,2,36.0,2,9605,1335.0,1,1,1,1,1,2,2,2,2,2,80.0,20.0,2.0,2.0,2.0,2.0,2.0,58.0,6.0,116.0
0,2,42.0,2,9605,1175.0,1,1,1,1,1,2,2,2,2,2,20.0,2.0,2.0,2.0,2.0,2.0,58.0,6.0,116.0,36.0
0,2,81.0,2,9605,686.0,1,1,1,1,1,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,58.0,6.0,116.0,36.0,42.0
0,2,5.0,2,9605,4425.0,1,1,1,1,1,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,6.0,116.0,36.0,42.0,81.0
0,1,67.0,2,10060,800.0,1,1,1,1,1,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,116.0,36.0,42.0,81.0,5.0
0,1,28.0,2,10060,1503.0,1,1,1,1,1,2,2,2,2,2,2.0,2.0,2.0,2.0,1.0,36.0,42.0,81.0,5.0,67.0
0,1,100.0,2,10060,580.0,1,1,1,1,1,2,2,2,2,2,2.0,2.0,2.0,1.0,1.0,42.0,81.0,5.0,67.0,28.0
0,1,26.0,2,10060,1567.0,1,1,1,1,1,2,2,2,2,2,2.0,2.0,1.0,1.0,1.0,81.0,5.0,67.0,28.0,100.0
0,1,49.0,2,10060,1026.0,1,1,1,1,1,2,2,2,2,2,2.0,1.0,1.0,1.0,1.0,5.0,67.0,28.0,100.0,26.0
0,8,1.0,2,3200,10060.0,1,1,1,1,1,2,2,2,2,2,1.0,1.0,1.0,1.0,1.0,67.0,28.0,100.0,26.0,49.0
0,175,1.0,2,319,9660.0,1,1,1,1,0,2,2,2,2,2,1.0,1.0,1.0,1.0,1.0,28.0,100.0,26.0,49.0,8.0
0,2,54.0,3,8670,950.0,1,1,1,0,0,2,2,2,2,2,1.0,1.0,1.0,1.0,1.0,100.0,26.0,49.0,8.0,175.0
0,2,75.0,3,8670,745.0,1,1,0,0,1,2,2,2,2,3,1.0,1.0,1.0,1.0,2.0,26.0,49.0,8.0,175.0,54.0
0,2,24.0,3,8670,1585.0,1,0,0,1,1,2,2,2,3,3,1.0,1.0,1.0,2.0,2.0,49.0,8.0,175.0,54.0,75.0
0,2,35.0,3,8670,1255.0,0,0,1,1,1,2,2,3,3,3,1.0,1.0,2.0,2.0,2.0,8.0,175.0,54.0,75.0,24.0
0,1,72.0,3,8920,770.0,0,1,1,1,1,2,3,3,3,3,1.0,2.0,2.0,2.0,2.0,175.0,54.0,75.0,24.0,35.0
0,1,48.0,3,8920,1010.0,1,1,1,1,1,3,3,3,3,3,2.0,2.0,2.0,2.0,1.0,54.0,75.0,24.0,35.0,72.0
0,1,60.0,3,8920,911.0,1,1,1,1,1,3,3,3,3,3,2.0,2.0,2.0,1.0,1.0,75.0,24.0,35.0,72.0,48.0
0,1,109.0,3,8920,507.0,1,1,1,1,1,3,3,3,3,3,2.0,2.0,1.0,1.0,1.0,24.0,35.0,72.0,48.0,60.0
0,34,1.0,3,1245,8920.0,1,1,1,1,1,3,3,3,3,3,2.0,1.0,1.0,1.0,1.0,35.0,72.0,48.0,60.0,109.0
0,2,58.0,3,8720,920.0,1,1,1,1,0,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,72.0,48.0,60.0,109.0,34.0
0,2,73.0,3,8720,752.0,1,1,1,0,1,3,3,3,3,3,1.0,1.0,1.0,1.0,2.0,48.0,60.0,109.0,34.0,58.0
0,2,64.0,3,8720,865.0,1,1,0,1,1,3,3,3,3,3,1.0,1.0,1.0,2.0,2.0,60.0,109.0,34.0,58.0,73.0
0,2,26.0,3,8720,1580.0,1,0,1,1,1,3,3,3,3,3,1.0,1.0,2.0,2.0,2.0,109.0,34.0,58.0,73.0,64.0
0,8,2.0,3,3635,8720.0,0,1,1,1,1,3,3,3,3,3,1.0,2.0,2.0,2.0,2.0,34.0,58.0,73.0,64.0,26.0
0,2,47.0,2,6480,1013.0,1,1,1,1,0,3,3,3,3,3,2.0,2.0,2.0,2.0,2.0,58.0,73.0,64.0,26.0,8.0
0,2,50.0,2,6480,987.0,1,1,1,0,1,3,3,3,3,2,2.0,2.0,2.0,2.0,2.0,73.0,64.0,26.0,8.0,47.0
0,2,151.0,2,6480,380.0,1,1,0,1,1,3,3,3,2,2,2.0,2.0,2.0,2.0,2.0,64.0,26.0,8.0,47.0,50.0
0,2,11.0,2,6480,3085.0,1,0,1,1,1,3,3,2,2,2,2.0,2.0,2.0,2.0,2.0,26.0,8.0,47.0,50.0,151.0
0,10,2.0,2,3445,6480.0,0,1,1,1,1,3,2,2,2,2,2.0,2.0,2.0,2.0,2.0,8.0,47.0,50.0,151.0,11.0
0,2,177.0,2,7080,323.0,1,1,1,1,0,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,47.0,50.0,151.0,11.0,10.0
0,2,56.0,2,7080,955.0,1,1,1,0,1,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,50.0,151.0,11.0,10.0,177.0
0,2,30.0,2,7080,1345.0,1,1,0,1,1,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,151.0,11.0,10.0,177.0,56.0
0,55,2.0,2,963,7080.0,1,0,1,1,1,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,11.0,10.0,177.0,56.0,30.0
0,2,22.0,2,6900,1762.0,0,1,1,1,0,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,10.0,177.0,56.0,30.0,55.0
0,2,28.0,2,6900,1570.0,1,1,1,0,1,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,177.0,56.0,30.0,55.0,22.0
0,2,12.0,2,6900,2730.0,1,1,0,1,1,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,56.0,30.0,55.0,22.0,28.0
0,19,2.0,2,1815,6900.0,1,0,1,1,1,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,30.0,55.0,22.0,28.0,12.0
